"$/Lot SqFt","Age","Area #","Area Name","Baths Full","Baths Half","Beds Total","DOM","HOA Fee","List Price","Listing Date","Lot Size","MLS Number","Postal City","Price/SqFt","Sale Date","Sale Price","Sq Ft Total","Status","Street Address","Year Built","Zip Code","Zoning"
"$ 141.50","5","206","San Antonio","3","0","4","146","","$725,000","07/01/2011","4,947","ML81129200","Mountain View","364.58","11/24/2011","$700,000","1,920","Sold","2178 LELAND Avenue","2007","94040","R1SD"
"$ 119.19","5","206","San Antonio","2","1","4","293","","$649,000","06/30/2010","5,663","ML81032380","Mountain View","340.91","04/19/2011","$675,000","1,980","Sold","2109 UNIVERSITY Avenue","2006","94040","R1"
"$ 293.04","6","208","Grant","4","0","4","8","","$2,688,000","04/01/2014","10,920","ML81410566","Mountain View","892.86","04/09/2014","$3,200,000","3,584","Sold","2012 SUN MOR Avenue","2008","94040","R1-10"
"$ 193.14","6","208","Grant","3","1","4","8","","$1,898,000","05/29/2013","10,614","ML81318615","Mountain View","645.87","06/06/2013","$2,050,000","3,174","Sold","288 CARMELITA Drive","2007","94040","R1-7L"
"$ 179.86","6","209","Miramonte","3","1","4","0","","$1,899,000","01/28/2013","11,120","ML81302556","Mountain View","660.07","01/28/2013","$2,000,000","3,030","Sold","1432 BROOKDALE Avenue","2007","94040","R18L"
"$ 318.59","6","209","Miramonte","3","0","5","12","50","$1,790,000","05/09/2014","5,179","ML81415994","Mountain View","850.08","05/21/2014","$1,650,000","1,941","Sold","1295 ABRAHAM Court","2008","94040","R2"
"$ 691.00","6","209","Miramonte","2","1","3","6","78","$1,498,000","01/15/2015","2,178","ML81446970","Mountain View","910.47","01/21/2015","$1,505,000","1,653","Sold","1147 Creek Way","2009","94040","R1"
"$ 183.70","6","208","Grant","3","0","5","140","","$1,499,000","06/15/2010","8,160","ML81029688","Mountain View","592.49","","","2,530","Canceled","1561 GLEN UNA Court","2004","94040","P26"
"$ 277.36","6","203","North Shoreline","2","1","4","22","","$1,400,000","06/11/2014","5,300","ML81420751","Mountain View","753.85","07/03/2014","$1,470,000","1,950","Sold","1797 WAGNER Avenue","2008","94043","R1"
"$ 348.30","6","209","Miramonte","3","0","4","96","","$1,399,000","06/18/2013","3,876","ML81321647","Mountain View","688.07","09/22/2013","$1,350,000","1,962","Sold","1176 BONITA Avenue","2007","94040","R3-2*"
"$ 286.96","6","209","Miramonte","2","1","4","9","","$1,250,000","01/16/2012","4,356","ML81201745","Mountain View","516.53","01/25/2012","$1,250,000","2,420","Sold","1080 BORANDA Avenue","2006","94040","R3"
"$ 186.36","6","206","San Antonio","3","0","4","37","","$975,000","07/04/2013","5,044","ML81323876","Mountain View","489.84","08/10/2013","$940,000","1,919","Sold","2184 LELAND Avenue","2007","94040","R1SD"
"$ 439.53","6","207","Downtown Mountain View","3","1","3","18","110","$849,000","01/10/2013","1,877","ML81300738","Mountain View","511.79","01/28/2013","$825,000","1,612","Sold","187 HAMWOOD Terrace","2007","94043","P32"
"$ 222.87","6","200","Whisman","2","1","3","12","116","$779,000","04/03/2010","3,455","ML81015954","Mountain View","482.76","04/15/2010","$770,000","1,595","Sold","610 PEPPERWOOD Court","2004","94043","P32"
"$ 292.65","6","206","San Antonio","2","0","3","36","","$770,000","08/29/2013","2,614","ML81331869","Mountain View","750.00","10/04/2013","$765,000","1,020","Sold","120 COLLEGE Street","2007","94040","R1"
"$ 289.92","7","204","Rengstorff","3","0","4","13","0","$1,385,000","09/17/2013","5,091","ML81334548","Mountain View","688.75","09/30/2013","$1,476,000","2,143","Sold","888 SIERRA VISTA Avenue","2006","94043","R3-2*"
"$ 272.71","7","207","Downtown Mountain View","4","0","5","42","","$1,399,000","06/28/2013","5,130","ML81323273","Mountain View","666.51","","","2,099","Canceled","255 PAUL Avenue","2006","94041","R2"
"$ 280.81","7","204","Rengstorff","3","0","4","2","100","$1,099,000","08/05/2013","4,576","ML81328477","Mountain View","757.22","08/07/2013","$1,285,000","1,697","Sold","1930 CAPPELLETTI Court","2006","94043","R3-22"
"$ 217.92","7","204","Rengstorff","3","0","4","13","","$1,298,000","05/09/2012","5,736","ML81217426","Mountain View","560.79","05/22/2012","$1,250,000","2,229","Sold","868 SIERRA VISTA Avenue","2005","94043","R32"
"$ 311.73","7","209","Miramonte","3","1","4","7","100","$1,185,000","02/16/2012","3,920","ML81205934","Mountain View","458.02","02/23/2012","$1,222,000","2,668","Sold","962 BONITA Avenue","2005","94040","R31"
"$ 379.43","7","204","Rengstorff","3","0","4","15","100","$948,800","06/12/2013","3,131","ML81320770","Mountain View","728.83","06/27/2013","$1,188,000","1,630","Sold","1940 CAPPELLETTI Court","2006","94043","R3-22"
"$ 272.54","7","204","Rengstorff","3","0","4","13","100","$1,050,000","07/03/2013","4,293","ML81323803","Mountain View","701.02","07/16/2013","$1,170,000","1,669","Sold","1945 CAPPELLETTI Court","2006","94043","R3-22"
"$ 240.17","7","204","Rengstorff","3","0","6","32","","$1,099,000","04/18/2013","4,576","ML81312635","Mountain View","647.61","","","1,697","Canceled","1930 CAPPELLETTI Court","2006","94043","R322"
"$ 677.87","7","200","Whisman","3","1","3","6","110","$875,000","07/10/2014","1,487","ML81424524","Mountain View","625.31","07/16/2014","$1,008,000","1,612","Sold","175 HAMWOOD Terrace","2007","94043","P(32)"
"$ 269.91","7","200","Whisman","3","0","4","15","150","$999,999","02/27/2012","3,705","ML81207387","Mountain View","463.82","","","2,156","Canceled","282 SKYVIEW Court","2005","94043","R2"
"$ 251.30","7","209","Miramonte","3","0","4","132","0","$1,099,000","10/10/2012","3,860","ML81237271","Mountain View","524.32","02/19/2013","$970,000","1,850","Sold","1729 MARICH Way","2006","94040","R2"
"$ 494.35","7","200","Whisman","3","1","3","9","110","$849,500","12/01/2013","1,948","ML81342068","Mountain View","597.39","12/10/2013","$963,000","1,612","Sold","171 HAMWOOD Terrace","2007","94043","P(32)"
"$ 645.16","7","200","Whisman","3","1","3","11","110","$900,000","04/01/2014","1,395","ML81410664","Mountain View","544.14","","","1,654","Canceled","190 WILEY Terrace","2007","94043","P(32)"
"$ 645.16","7","200","Whisman","3","1","3","76","110","$900,000","04/12/2014","1,395","ML81412204","Mountain View","544.14","","","1,654","Canceled","190 WILEY Terrace","2007","94043","P(32)"
"$ 245.98","7","200","Whisman","2","1","3","64","","$750,000","07/18/2011","3,049","ML81131715","Mountain View","396.20","","","1,893","Canceled","510 RATHMORE Lane","2004","94043","R32"
"$ 245.98","7","200","Whisman","2","1","3","109","","$750,000","09/22/2011","3,049","ML81141122","Mountain View","396.20","","","1,893","Canceled","510 RATHMORE Lane","2004","94043","R32"
"$ 220.44","8","207","Downtown Mountain View","2","0","3","92","","$2,998,000","06/02/2014","13,600","ML81419330","Mountain View","461.23","","","6,500","Canceled","448 MARIPOSA Avenue","2006","94041","R3-2"
"$ 276.81","8","209","Miramonte","3","0","4","11","","$1,749,000","08/24/2013","8,374","ML81331372","Mountain View","1,005.20","09/04/2013","$2,318,000","2,306","Sold","1259 MARILYN Court","2005","94040","R1"
"$ 327.09","8","203","North Shoreline","3","0","4","12","","$1,799,000","12/27/2014","5,500","ML81445366","Mountain View","895.92","","","2,008","Canceled","767 Burgoyne Street","2006","94043","R1"
"$ 276.44","8","209","Miramonte","3","1","4","95","","$1,588,888","08/09/2013","5,607","ML81329221","Mountain View","751.70","11/12/2013","$1,550,000","2,062","Sold","1032 BLACKFIELD Way","2006","94040","R1"
"$ 182.97","8","208","Grant","3","0","5","29","25","$1,574,888","04/23/2012","8,160","ML81215040","Mountain View","590.12","05/22/2012","$1,493,000","2,530","Sold","1561 GLEN UNA Court","2004","94040","P26"
"$ 405.91","8","204","Rengstorff","3","0","4","6","100","$1,398,000","05/29/2014","3,671","ML81418741","Mountain View","914.73","06/04/2014","$1,490,101","1,629","Sold","1934 CAPPELLETTI Court","2006","94043","R3-22"
